Removed Pin From Net: NetName=NetP3_3 Pin=CS-1
Removed Pin From Net: NetName=NetP3_4 Pin=MISO-1
Removed Pin From Net: NetName=NetP3_2 Pin=MOSI-1
Removed Pin From Net: NetName=+3.3V_AN Pin=P1-1
Removed Pin From Net: NetName=GND Pin=P1-2
Removed Pin From Net: NetName=TS_IN21_1 Pin=P2_1-51
Removed Pin From Net: NetName=TS_IN21_2 Pin=P2_2-51
Removed Pin From Net: NetName=S1_1 Pin=P4_1-2
Removed Pin From Net: NetName=S0_1 Pin=P4_1-3
Removed Pin From Net: NetName=NetP3_1 Pin=SCLK-1
Removed Pin From Net: NetName=S2_1 Pin=U3_2-9
Removed Pin From Net: NetName=S1_1 Pin=U3_2-10
Removed Pin From Net: NetName=S0_1 Pin=U3_2-11
Removed Pin From Net: NetName=S2_1 Pin=U4_2-9
Removed Pin From Net: NetName=S1_1 Pin=U4_2-10
Removed Pin From Net: NetName=S0_1 Pin=U4_2-11
Removed Pin From Net: NetName=S2_1 Pin=U5_2-9
Removed Pin From Net: NetName=S1_1 Pin=U5_2-10
Removed Pin From Net: NetName=S0_1 Pin=U5_2-11
Change Component Footprint: Designator=C1 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C2 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C3 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C4 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C5_1 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C5_2 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C7_1 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C7_2 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C9_1 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=C9_2 Old Footprint=0.1UF_KEMET New Footprint=0.1uF Bypass Capacitor
Change Component Footprint: Designator=P1 Old Footprint=POWER_CONNECTOR New Footprint=SPI Testing Connector
Change Component Comment : Designator=C1 Old Comment=0.1uF Cap New Comment=0.1uF
Change Component Comment : Designator=C2 Old Comment=0.1uF Cap New Comment=0.1uF
Change Component Comment : Designator=C3 Old Comment=0.1uF Cap New Comment=0.1uF
Change Component Comment : Designator=C4 Old Comment=0.1uF Cap New Comment=0.1uF
Change Component Comment : Designator=P1 Old Comment=PCB_Power_Connector New Comment=SPI Tets Connector
Change Component Designator: OldDesignator= NewDesignator=S1
Change Component Designator: OldDesignator= NewDesignator=S2
Change Component Designator: OldDesignator= NewDesignator=S3
Change Component Designator: OldDesignator= NewDesignator=S4
Change Component Designator: OldDesignator= NewDesignator=TP19_1
Change Component Designator: OldDesignator=3.3 IN NewDesignator=TP9
Change Component Designator: OldDesignator=Vref_In NewDesignator=TP5
Change component parameters: Designator = "P3"; Footprint = "4POS 2.54MM HEADER MUX SEL"; UniqueID = "\IQCOBAJT\JTBLTBXD"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.molex.com/pdm_docs/ps/PS-70400.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.molex.com/pdm_docs/ps/PS-70400.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0705530108_PCB_HEADERS.pdf?src-supplier=Avnet+Asia"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0705530108_PCB_HEADERS.pdf?src-supplier=Avnet+Asia"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "http://www.farnell.com/datasheets/2027073.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.farnell.com/datasheets/2027073.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0705530108_PCB_HEADERS.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0705530108_PCB_HEADERS.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "http://www.mouser.com/ds/2/276/0705530108_PCB_HEADERS-172949.pdf?src-supplier=Mouser"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "http://www.mouser.com/ds/2/276/0705530108_PCB_HEADERS-172949.pdf?src-supplier=Mouser"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Connector Type"; Value = "Male Pin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Material"; Value = "Bronze"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Mating Length"; Value = "0.24inch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Gold"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Resistance"; Value = "30mR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "3A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Depth"; Value = "13.59mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ELV"; Value = "Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fastening Type"; Value = "Latch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Flammability Rating"; Value = "UL94 V-0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Gender"; Value = "Male"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Glow Wire Compliant"; Value = "Non-compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Housing Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Housing Material"; Value = "Polyester"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Resistance"; Value = "1GR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "12.71mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Molex"; VariantName = "[No Variations]"
