Removed Pin From Net: NetName=GND Pin=D1-1
Removed Pin From Net: NetName=GND Pin=D3-1
Removed Pin From Net: NetName=GND Pin=D8-2
Removed Pin From Net: NetName=GND Pin=D9-2
Removed Pin From Net: NetName=GND Pin=D10-2
Removed Pin From Net: NetName=GND Pin=D11-2
Removed Pin From Net: NetName=GND Pin=D12-2
Removed Pin From Net: NetName=GND Pin=D13-2
Removed Pin From Net: NetName=GND Pin=D14-2
Removed Pin From Net: NetName=GND Pin=K1-1
Removed Pin From Net: NetName=GND Pin=K2-5
Removed Pin From Net: NetName=RELAY L1/L2 Pin=K3_L1-4
Removed Pin From Net: NetName=RELAY L2/L3 Pin=K3_L2-4
Removed Pin From Net: NetName=RELAY L1/L2 Pin=K3_L2-5
Removed Pin From Net: NetName=RELAY L3/L4 Pin=K3_L3-4
Removed Pin From Net: NetName=RELAY L2/L3 Pin=K3_L3-5
Removed Pin From Net: NetName=SDC END Pin=K3_L4-4
Removed Pin From Net: NetName=RELAY L3/L4 Pin=K3_L4-5
Removed Pin From Net: NetName=SDC END Pin=M1-1
Removed Pin From Net: NetName=GND Pin=M2-2
Removed Pin From Net: NetName=SET/RESET Pin=M4-1
Removed Pin From Net: NetName=GND Pin=M4-2
Removed Pin From Net: NetName=BSPD Fault Pin=M5-1
Removed Pin From Net: NetName=IMD Fault Pin=M5-2
Removed Pin From Net: NetName=BMS Fault Pin=M5-3
Removed Pin From Net: NetName=VCU Fault Pin=M5-4
Removed Pin From Net: NetName=NetD2_1 Pin=R1-2
Removed Pin From Net: NetName=NetD4_1 Pin=R2-2
Removed Pin From Net: NetName=NetD5_1 Pin=R3-2
Removed Pin From Net: NetName=NetD6_1 Pin=R4-2
Removed Pin From Net: NetName=NetD7_1 Pin=R5-2
Removed Pin From Net: NetName=SDC END Pin=R7-1
Removed Pin From Net: NetName=BSPD Fault Pin=R8-1
Removed Pin From Net: NetName=IMD Fault Pin=R9-1
Removed Pin From Net: NetName=BMS Fault Pin=R10-1
Removed Pin From Net: NetName=VCU Fault Pin=R11-1
Removed Pin From Net: NetName=SET/RESET Pin=R13-1
Removed Pin From Net: NetName=BSPD Fault Pin=R14-1
Removed Pin From Net: NetName=IMD Fault Pin=R15-1
Removed Pin From Net: NetName=BMS Fault Pin=R16-1
Removed Pin From Net: NetName=VCU Fault Pin=R17-1
Removed Pin From Net: NetName=GND Pin=R17-2
Removed Member From Class: ClassName=L1 Member=D15_L1
Removed Member From Class: ClassName=L2 Member=D15_L2
Removed Member From Class: ClassName=L3 Member=D15_L3
Removed Member From Class: ClassName=L4 Member=D15_L4
Removed Member From Class: ClassName=L1 Member=K3_L1
Removed Member From Class: ClassName=L2 Member=K3_L2
Removed Member From Class: ClassName=L3 Member=K3_L3
Removed Member From Class: ClassName=L4 Member=K3_L4
Change Component Footprint: Designator=M2 Old Footprint=2-PIN MOLEX New Footprint=4-PIN MOLEX
Change Component Footprint: Designator=M3 Old Footprint=4-PIN MOLEX New Footprint=2-PIN MOLEX
Change Component Footprint: Designator=D1 Old Footprint=DIODE New Footprint=LED 0603
Change Component Footprint: Designator=D3 Old Footprint=DIODE New Footprint=LED 0603
Change Component Comment : Designator=R1 Old Comment=1KO New Comment=0K
Change Component Comment : Designator=R2 Old Comment=1KO New Comment=0K
Change Component Comment : Designator=R3 Old Comment=1KO New Comment=0K
Change Component Comment : Designator=R4 Old Comment=1KO New Comment=0K
Change Component Comment : Designator=R12 Old Comment=1KO New Comment=10KO
Change Component Comment : Designator=M2 Old Comment=0436500228 New Comment=0436500428
Change Component Comment : Designator=M3 Old Comment=0436500428 New Comment=0436500228
Change Component Comment : Designator=D4 Old Comment=BLUE New Comment=YELLOW
Change Component Comment : Designator=D5 Old Comment=BLUE New Comment=YELLOW
Change Component Comment : Designator=D6 Old Comment=BLUE New Comment=YELLOW
Change Component Comment : Designator=D7 Old Comment=BLUE New Comment=YELLOW
Change Component Comment : Designator=D1 Old Comment=SD560BTR New Comment=BLUE
Change Component Comment : Designator=D3 Old Comment=SD560BTR New Comment=YELLOW
Change component parameters: Designator = "M2"; Footprint = "4-PIN MOLEX"; UniqueID = "\VFHALTQG"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Category"; Value = "Connectors, Interconnects"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.molex.com/pdm_docs/sd/436500428_sd.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.molex.com/pdm_docs/sd/436500428_sd.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0436500428_PCB_HEADERS.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.molex.com/webdocs/datasheets/pdf/en-us/0436500428_PCB_HEADERS.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Connector Type"; Value = "Male Pin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Material"; Value = "Brass"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Gold"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Depth"; Value = "5.57mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fastening Type"; Value = "Ramp"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Housing Material"; Value = "Polymer"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "15.65mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Molex"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0436500428"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "105°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Contacts"; Value = "4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Ports"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Positions"; Value = "4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Rows"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminals"; Value = "4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Orientation"; Value = "Straight"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "2040"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pitch"; Value = "3mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=1.44, 10=1.265, 100=1.0916, 500=0.89316, 1000=0.79392, 5000=0.69468, 10000=0.65995 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "1193"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "WM10669-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "Solder"; VariantName = "[No Variations]"
Change component parameters: Designator = "M3"; Footprint = "2-PIN MOLEX"; UniqueID = "\HTONYCHQ"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Category"; Value = "Connectors, Interconnects"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.molex.com/pdm_docs/sd/436500228_sd.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
